84,82
84,7
84,64
85,95
85,64
85,15
85,8
85,52
85,55
85,70
85,12
85,90
85,30
86,91
86,61
86,73
86,12
86,9
86,54
86,99
86,70
86,96
86,22
87,15
87,42
87,44
87,22
87,54
87,3
87,96
87,53
87,16
87,75
88,38
88,46
88,89
88,81
88,92
88,30
88,18
88,93
88,31
88,0
89,82
89,16
89,72
89,87
89,54
89,22
89,48
89,47
89,86
89,92
90,97
90,95
90,69
90,99
90,62
90,29
90,40
90,37
90,80
90,9
91,22
91,18
91,2
91,27
91,53
91,31
91,43
91,33
91,45
91,93
92,36
92,79
92,53
92,87
92,22
92,40
92,16
92,55
92,4
92,14
93,24
93,59
93,13
93,55
93,73
93,70
93,64
93,25
93,8
93,74
94,55
94,40
94,57
94,53
94,85
94,82
94,20
94,17
94,52
94,37
95,31
95,26
95,92
95,32
95,45
95,2
95,13
95,50
95,93
95,8
96,61
96,66
96,5
96,17
96,95
96,55
96,90
96,76
96,48
96,92
97,68
97,25
97,14
97,58
97,91
97,48
97,32
97,89
97,34
97,63
98,94
98,83
98,70
98,64
98,4
98,93
98,59
98,16
98,89
98,61
99,8
99,68
99,39
99,88
99,96
99,34
99,48
99,89
99,55
99,76
